time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-12-13T18:31:51.850Z,64.5328,-17.8388,6.56,4.8,mb,,118,1.517,0.53,us,usc000tcim,2015-03-04T21:55:02.040Z,"128 km S of Akureyri, Iceland",earthquake,7,2.5,0.21,7,reviewed,us,us
2014-12-13T16:21:30.310Z,64.5013,-17.412,8.36,4.3,mb,,124,1.704,1.23,us,usc000tcij,2015-03-04T21:55:01.040Z,"109 km WNW of Höfn, Iceland",earthquake,10.2,5.2,0.238,7,reviewed,us,us
2014-12-13T05:21:35.150Z,64.678,-17.3649,5.91,4.7,mb,,83,1.702,0.68,us,usc000t69n,2015-03-04T21:55:01.040Z,"113 km WNW of Höfn, Iceland",earthquake,7.7,4.4,0.065,83,reviewed,us,us
2014-12-13T02:34:22.680Z,64.532,-17.4948,6.89,4.5,mb,,106,1.664,0.85,us,usc000t688,2015-03-04T21:55:01.040Z,"114 km WNW of Höfn, Iceland",earthquake,6.1,4.3,0.097,49,reviewed,us,us
2014-12-12T05:52:49.010Z,64.6025,-17.3943,7.45,4.5,mb,,108,1.697,0.74,us,usc000tch4,2015-03-04T21:54:59.040Z,"112 km WNW of Höfn, Iceland",earthquake,9.2,4.8,0.113,25,reviewed,us,us
2014-12-12T00:38:16.240Z,64.6827,-17.5125,8.38,4.8,mb,,59,1.639,1.44,us,usc000tcgq,2015-03-04T21:54:59.040Z,"114 km SSE of Akureyri, Iceland",earthquake,8.3,4.9,0.109,29,reviewed,us,us
2014-12-11T16:15:28.000Z,64.4971,-17.8907,6.89,4.5,mb,,125,1.501,1.1,us,usc000t5kb,2015-03-04T21:54:58.040Z,"132 km W of Höfn, Iceland",earthquake,10,4.9,0.118,22,reviewed,us,us
2014-12-11T12:40:24.960Z,64.5267,-17.8876,7.7,4.6,mb,,145,1.497,0.4,us,usc000t5je,2015-03-04T21:54:58.040Z,"129 km S of Akureyri, Iceland",earthquake,11,5.9,0.182,10,reviewed,us,us
2014-12-10T19:58:38.090Z,64.4472,-17.6835,10.37,4.6,mb,,126,1.599,1.43,us,usc000t9rt,2015-03-04T21:54:55.040Z,"121 km W of Höfn, Iceland",earthquake,9.9,5,0.111,26,reviewed,us,us
2014-12-09T18:00:08.250Z,64.5777,-17.3904,13.47,4.9,mb,,60,1.702,0.96,us,usc000t4vs,2015-02-28T02:16:16.040Z,"111 km WNW of Höfn, Iceland",earthquake,8.2,3.8,0.052,135,reviewed,us,us
2014-12-09T10:04:02.130Z,64.1171,-18.188,10,4.2,mb,,135,1.501,0.86,us,usc000t9pk,2015-02-28T02:16:15.040Z,"127 km NE of Vestmannaeyjar, Iceland",earthquake,8.7,1.9,0.264,6,reviewed,us,us
2014-12-09T00:07:04.070Z,64.6154,-17.1813,6.75,4.5,mb,,76,1.787,0.78,us,usc000t4pt,2015-02-28T02:16:14.040Z,"103 km WNW of Höfn, Iceland",earthquake,6.9,3.8,0.073,62,reviewed,us,us
2014-12-08T20:57:49.610Z,64.3782,-17.9638,7.24,4.6,mb,,156,1.498,1.37,us,usc000t4mn,2015-02-28T02:16:14.040Z,"133 km W of Höfn, Iceland",earthquake,14.1,5.6,0.099,31,reviewed,us,us
2014-12-07T15:10:44.660Z,64.6415,-17.884,10,4.5,mb,,100,1.483,1.07,us,usc000t4f5,2015-02-28T02:16:12.040Z,"116 km S of Akureyri, Iceland",earthquake,7.9,1,0.094,39,reviewed,us,us
2014-12-07T10:38:17.830Z,64.6861,-17.1789,9.24,4.6,mb,,111,1.782,0.82,us,usc000t4ej,2015-02-28T02:16:12.040Z,"106 km WNW of Höfn, Iceland",earthquake,4.8,4.9,0.085,45,reviewed,us,us
2014-12-07T02:15:42.650Z,64.4944,-17.8297,7.13,4.2,mb,,120,1.528,1.02,us,usc000t8d8,2015-02-28T02:16:11.040Z,"129 km W of Höfn, Iceland",earthquake,9.6,5.3,0.236,9,reviewed,us,us
2014-12-05T21:04:58.260Z,64.5545,-17.3112,0.2,5.4,mww,,59,1.739,0.74,us,usc000t455,2016-11-10T21:45:36.135Z,"106 km WNW of Höfn, Iceland",earthquake,7.3,3.9,,,reviewed,us,us
2014-12-05T03:03:54.320Z,64.5866,-17.7948,7.44,4.5,mb,,83,1.528,0.7,us,usc000t3ws,2015-02-28T02:16:08.040Z,"123 km S of Akureyri, Iceland",earthquake,7.9,4.4,0.103,48,reviewed,us,us
2014-12-04T22:44:52.590Z,64.3138,-17.9467,7.98,4.4,mb,,119,1.524,0.95,us,usc000t7pk,2015-02-28T02:16:08.040Z,"132 km W of Höfn, Iceland",earthquake,6.8,5.1,0.11,24,reviewed,us,us
2014-12-04T15:45:02.070Z,64.3644,-17.7781,4.34,4.4,mb,,151,1.58,1.21,us,usc000t7pe,2015-02-28T02:16:07.040Z,"124 km W of Höfn, Iceland",earthquake,7.2,5.3,0.31,4,reviewed,us,us
2014-12-04T03:28:16.340Z,64.4979,-17.5452,7.61,4.5,mb,,124,1.648,0.8,us,usc000t7nx,2015-02-28T02:16:06.040Z,"115 km WNW of Höfn, Iceland",earthquake,5.1,5.3,0.192,9,reviewed,us,us
2014-12-04T00:32:30.920Z,64.3648,-17.8137,6.88,4.3,mb,,123,1.565,0.82,us,usc000t7p8,2015-02-28T02:16:06.040Z,"126 km W of Höfn, Iceland",earthquake,8.8,1.5,0.188,8,reviewed,us,us
2014-12-03T03:48:44.740Z,64.5328,-17.5075,7.47,4.5,mb,,123,1.658,0.86,us,usb000t2dq,2015-02-28T02:16:05.040Z,"115 km WNW of Höfn, Iceland",earthquake,7.3,4.9,0.15,13,reviewed,us,us
2014-12-02T17:19:29.020Z,64.5363,-17.4899,7.1,4.5,mb,,101,1.665,1.18,us,usc000t7ck,2015-02-24T00:35:16.040Z,"114 km WNW of Höfn, Iceland",earthquake,6.5,5,0.131,17,reviewed,us,us
2014-12-02T02:18:28.000Z,64.666,-17.487,2.5,5.3,mww,,,,0.4,us,usb000t203,2016-11-10T21:45:32.717Z,"116 km SSE of Akureyri, Iceland",earthquake,6.8,3.9,,,reviewed,rey,us
2014-12-01T19:55:27.910Z,64.5506,-17.8489,10,4.6,mb,,144,1.51,0.95,us,usc000t6yj,2015-02-24T00:35:15.040Z,"126 km S of Akureyri, Iceland",earthquake,9.3,1.9,0.158,12,reviewed,us,us
2014-12-01T14:29:20.970Z,64.4083,-17.7963,7.37,4.3,mb,,112,1.561,1.18,us,usc000t6yx,2015-02-24T00:35:15.040Z,"126 km W of Höfn, Iceland",earthquake,7.5,5,0.187,10,reviewed,us,us
2014-12-01T12:52:35.060Z,64.5267,-17.5999,6.09,5.4,mww,,61,1.62,1.42,us,usb000t1iw,2016-11-10T21:45:31.004Z,"119 km WNW of Höfn, Iceland",earthquake,7.3,4.1,,,reviewed,us,us
2014-12-01T05:25:14.950Z,64.6464,-17.4698,8.02,4.4,mb,,114,1.66,1.05,us,usb000t1hd,2015-02-24T00:35:14.040Z,"117 km WNW of Höfn, Iceland",earthquake,7.5,4.5,0.091,40,reviewed,us,us
2014-11-30T18:42:12.230Z,64.3676,-17.5914,9.66,4.7,mb,,147,1.657,0.8,us,usb000t1fk,2015-02-24T00:35:14.040Z,"115 km W of Höfn, Iceland",earthquake,9.1,4,0.274,4,reviewed,us,us
2014-11-30T08:11:34.870Z,64.5769,-17.8098,5.49,4.6,mb,,99,1.522,0.99,us,usb000t1cm,2015-02-24T00:35:13.040Z,"124 km S of Akureyri, Iceland",earthquake,7.8,2.9,0.08,56,reviewed,us,us
2014-11-30T04:16:42.110Z,64.4985,-17.7965,8.66,4.4,mb,,82,1.541,0.73,us,usb000t1bl,2015-02-24T00:35:13.040Z,"127 km W of Höfn, Iceland",earthquake,7.8,3.4,0.115,41,reviewed,us,us
2014-11-30T03:58:33.360Z,64.5241,-17.6598,6.77,4.4,mb,,104,1.595,0.72,us,usb000t1bj,2015-02-24T00:35:13.040Z,"121 km WNW of Höfn, Iceland",earthquake,7.8,4.6,0.073,67,reviewed,us,us
2014-11-29T21:16:29.450Z,64.5713,-17.6306,6.1,4.2,mb,,142,1.6,0.86,us,usb000t19g,2015-02-24T00:35:12.040Z,"121 km WNW of Höfn, Iceland",earthquake,9,5.3,0.176,9,reviewed,us,us
2014-11-29T11:19:30.240Z,64.5163,-17.1688,8.84,4.6,mb,,105,11.551,0.57,us,usb000t15f,2015-02-24T00:35:11.040Z,"98 km WNW of Höfn, Iceland",earthquake,11.7,4.9,0.085,46,reviewed,us,us
2014-11-29T01:51:53.910Z,64.4219,-17.3325,8.37,4.5,mb,,82,1.754,0.84,us,usb000t124,2015-02-24T00:35:10.040Z,"104 km W of Höfn, Iceland",earthquake,4.3,4.3,0.128,36,reviewed,us,us
2014-11-28T23:25:38.690Z,64.4282,-17.626,9.08,4.6,mb,,62,1.628,1.12,us,usc000t5zq,2015-02-24T00:35:10.040Z,"118 km W of Höfn, Iceland",earthquake,7.9,4.8,0.064,76,reviewed,us,us
2014-11-28T22:52:44.470Z,64.5205,-17.8026,8.49,4.5,mb,,73,1.534,0.9,us,usb000t11k,2015-02-24T00:35:10.040Z,"128 km WNW of Höfn, Iceland",earthquake,8,4.7,0.078,50,reviewed,us,us
2014-11-28T19:13:38.030Z,64.5419,-17.8743,7.61,4.5,mb,,126,1.5,1.02,us,usc000t5za,2015-02-24T00:35:10.040Z,"127 km S of Akureyri, Iceland",earthquake,8.4,5.7,0.243,5,reviewed,us,us
2014-11-28T13:03:38.660Z,64.4592,-17.1501,8.01,4.3,mb,,145,1.824,1.24,us,usc000t5xs,2015-02-24T00:35:09.040Z,"96 km WNW of Höfn, Iceland",earthquake,9.1,3.1,0.267,4,reviewed,us,us
2014-11-28T06:14:00.350Z,64.6405,-17.4009,9.26,4.8,mb,,83,1.69,1,us,usb000t0tz,2015-02-24T00:35:09.040Z,"113 km WNW of Höfn, Iceland",earthquake,7,4.5,0.078,53,reviewed,us,us
2014-11-27T08:06:28.810Z,64.4191,-17.7578,4.08,4.3,mb,,112,1.575,0.57,us,usc000t5ks,2015-02-24T00:35:07.040Z,"124 km W of Höfn, Iceland",earthquake,5.6,4.4,0.129,18,reviewed,us,us
2014-11-27T00:35:13.790Z,64.5926,-17.6169,8.03,4.5,mb,,108,1.603,0.53,us,usb000t0hu,2015-02-24T00:35:07.040Z,"121 km WNW of Höfn, Iceland",earthquake,8.1,4.6,0.093,37,reviewed,us,us
2014-11-26T18:53:14.330Z,64.5339,-17.671,10,4.6,mb,,123,1.588,1.23,us,usb000t0bm,2015-02-24T00:35:06.040Z,"122 km WNW of Höfn, Iceland",earthquake,7.2,1.5,0.092,36,reviewed,us,us
2014-11-26T13:14:28.600Z,64.5371,-17.6855,7.68,4.6,mb,,85,1.582,0.75,us,usb000t08k,2015-02-24T00:35:05.040Z,"123 km WNW of Höfn, Iceland",earthquake,8,4.3,0.063,85,reviewed,us,us
2014-11-25T23:26:23.420Z,64.5263,-17.5383,7.36,4.5,mb,,123,1.646,1.09,us,usb000t03a,2015-02-18T03:31:00.040Z,"116 km WNW of Höfn, Iceland",earthquake,8,5,0.113,25,reviewed,us,us
2014-11-25T13:14:28.900Z,64.5767,-17.8994,7.97,4.2,mb,,111,1.484,0.89,us,usc000t4ub,2015-02-18T03:30:59.040Z,"123 km S of Akureyri, Iceland",earthquake,7.3,5.2,0.264,6,reviewed,us,us
2014-11-25T10:21:22.520Z,64.426,-17.4516,9.64,4.4,mb,,113,1.702,1.2,us,usb000szu2,2015-02-18T03:30:59.040Z,"109 km W of Höfn, Iceland",earthquake,8.7,5.1,0.17,11,reviewed,us,us
2014-11-24T09:03:28.390Z,64.6727,-17.557,10,5.2,mb,,46,1.62,0.96,us,usb000szhs,2015-02-18T03:30:57.040Z,"115 km SSE of Akureyri, Iceland",earthquake,6.9,1.8,0.039,246,reviewed,us,us
2014-11-23T20:04:37.480Z,64.6464,-17.7869,8.35,4.1,mb,,119,1.524,0.59,us,usc000t42f,2015-02-18T03:30:56.040Z,"116 km S of Akureyri, Iceland",earthquake,9.9,5.3,0.302,4,reviewed,us,us
2014-11-23T09:22:49.000Z,64.502,-17.5573,5.61,4.9,mb,,61,1.642,0.94,us,usb000sz8w,2015-02-18T03:30:55.040Z,"116 km WNW of Höfn, Iceland",earthquake,6.8,3.9,0.043,189,reviewed,us,us
2014-11-23T03:02:41.240Z,64.4794,-17.709,6.83,4.5,mb,,115,1.582,0.68,us,usc000t438,2015-02-18T03:30:54.040Z,"123 km W of Höfn, Iceland",earthquake,8.2,4.7,0.113,26,reviewed,us,us
2014-11-22T19:52:53.950Z,64.6264,-17.6297,8.06,4.4,mb,,108,1.593,0.5,us,usb000sz3j,2015-02-18T03:30:54.040Z,"119 km S of Akureyri, Iceland",earthquake,7.8,4.6,0.107,28,reviewed,us,us
2014-11-22T18:36:54.290Z,64.4695,-17.7746,10.79,4.4,mb,,126,1.556,1.05,us,usc000t41i,2015-02-18T03:30:54.040Z,"126 km W of Höfn, Iceland",earthquake,8.3,5,0.17,11,reviewed,us,us
2014-11-21T22:21:14.160Z,64.6419,-17.0953,4.98,4.5,mb,,90,1.821,1,us,usb000syr8,2015-02-18T03:30:52.040Z,"100 km WNW of Höfn, Iceland",earthquake,7.4,1.6,0.067,71,reviewed,us,us
2014-11-21T22:15:55.080Z,64.5881,-17.5992,7.47,4.5,mb,,75,1.611,0.69,us,usc000t3yq,2015-02-18T03:30:52.040Z,"120 km WNW of Höfn, Iceland",earthquake,7.6,4.7,0.086,42,reviewed,us,us
2014-11-21T12:20:42.670Z,64.4495,-17.4474,8.11,4.3,mb,,129,1.699,0.62,us,usc000t3yb,2015-02-18T03:30:51.040Z,"110 km W of Höfn, Iceland",earthquake,7.1,2.1,0.13,19,reviewed,us,us
2014-11-21T12:15:28.170Z,64.6298,-17.6827,6.98,4.5,mb,,108,1.57,0.71,us,usc000t3yg,2015-02-18T03:30:51.040Z,"119 km S of Akureyri, Iceland",earthquake,6.7,5.4,0.15,14,reviewed,us,us
2014-11-21T07:41:46.890Z,64.4911,-17.6879,13.48,4.4,mb,,108,1.589,1.02,us,usc000t3xr,2015-02-18T03:30:49.040Z,"122 km WNW of Höfn, Iceland",earthquake,6.8,4.6,0.103,27,reviewed,us,us
2014-11-21T02:18:40.350Z,64.5337,-17.6592,5.8,4.5,mb,,83,1.593,0.76,us,usb000syfr,2015-02-18T03:30:49.040Z,"122 km WNW of Höfn, Iceland",earthquake,4.5,4.3,0.1,38,reviewed,us,us
2014-11-20T20:28:38.390Z,64.5077,-17.7921,7.99,4.6,mb,,119,1.541,0.58,us,usc000t3qk,2015-02-18T03:30:48.040Z,"127 km WNW of Höfn, Iceland",earthquake,7.3,6.2,0.164,11,reviewed,us,us
2014-11-20T16:47:15.600Z,64.6384,-17.8055,7.91,4.4,mb,,134,1.517,0.7,us,usc000t3q8,2015-02-18T03:30:48.040Z,"117 km S of Akureyri, Iceland",earthquake,6.2,5.4,0.17,10,reviewed,us,us
2014-11-20T07:48:31.860Z,64.6346,-17.4835,10,4.2,mb,,119,1.655,1.46,us,usc000t3qh,2015-02-18T03:30:47.040Z,"117 km WNW of Höfn, Iceland",earthquake,5.9,1.9,0.373,3,reviewed,us,us
2014-11-20T07:44:17.320Z,64.6213,-17.6786,7.66,4.4,mb,,125,1.573,0.75,us,usb000sy6b,2015-02-18T03:30:47.040Z,"119 km S of Akureyri, Iceland",earthquake,6.9,4.9,0.126,18,reviewed,us,us
2014-11-20T00:26:10.340Z,64.5858,-17.619,8.88,4.5,mb,,85,1.603,0.58,us,usb000sy47,2015-02-18T03:30:47.040Z,"121 km WNW of Höfn, Iceland",earthquake,7,4.1,0.085,45,reviewed,us,us
2014-11-19T22:43:19.430Z,64.3844,-17.5831,7.66,4.4,mb,,105,1.657,0.9,us,usb000sy3n,2015-02-18T03:30:47.040Z,"115 km W of Höfn, Iceland",earthquake,7.7,4.7,0.099,32,reviewed,us,us
2014-11-19T21:01:58.600Z,64.5732,-17.7396,7.04,4.4,mb,,115,1.553,0.83,us,usb000t2g3,2015-02-18T03:30:47.040Z,"124 km S of Akureyri, Iceland",earthquake,8.3,4.7,0.144,15,reviewed,us,us
2014-11-19T12:24:29.970Z,64.5257,-17.2173,8.43,4.4,mb,,87,1.783,0.99,us,usb000sy3h,2015-02-18T03:30:46.040Z,"101 km WNW of Höfn, Iceland",earthquake,8.5,4.4,0.109,26,reviewed,us,us
2014-11-19T00:29:38.480Z,64.5255,-17.7383,8.03,4.4,mb,,114,1.561,0.59,us,usc000syps,2015-02-18T03:30:44.040Z,"125 km WNW of Höfn, Iceland",earthquake,5.3,4.9,0.11,29,reviewed,us,us
2014-11-19T00:27:05.610Z,64.6698,-17.844,10,4.2,mb,,119,1.498,1.43,us,usb000t2hi,2015-02-18T03:30:44.040Z,"Iceland",earthquake,8.3,2,0.263,4,reviewed,us,us
2014-11-18T18:26:29.080Z,64.5948,-17.4481,14.98,4.6,mb,,115,1.675,1.2,us,usc000syir,2015-02-12T01:43:00.040Z,"114 km WNW of Höfn, Iceland",earthquake,7.7,4.5,0.096,36,reviewed,us,us
2014-11-18T18:21:37.860Z,64.5939,-17.6374,6.37,4.3,mb,,121,1.594,0.78,us,usc000syjv,2015-02-12T01:43:00.040Z,"122 km WNW of Höfn, Iceland",earthquake,7,2.4,0.125,20,reviewed,us,us
2014-11-18T09:35:26.040Z,64.5446,-17.641,7.17,4.5,mb,,112,1.599,0.63,us,usc000syeu,2015-02-12T01:42:58.040Z,"121 km WNW of Höfn, Iceland",earthquake,8,4.6,0.124,21,reviewed,us,us
2014-11-18T03:18:45.300Z,64.5136,-17.8163,8.01,4.6,mb,,115,1.53,0.21,us,usb000t28s,2015-02-12T01:42:56.040Z,"128 km WNW of Höfn, Iceland",earthquake,10,4.9,0.122,22,reviewed,us,us
2014-11-17T08:47:56.140Z,64.5034,-17.58,7.61,4.3,mb,,105,1.632,0.94,us,usb000t243,2015-02-12T01:42:53.040Z,"117 km WNW of Höfn, Iceland",earthquake,7.6,4.3,0.178,10,reviewed,us,us
2014-11-17T01:26:13.420Z,64.5224,-17.6967,7.54,4.5,mb,,105,1.579,1.23,us,usb000t233,2015-02-12T01:42:52.040Z,"123 km WNW of Höfn, Iceland",earthquake,8.7,4.9,0.163,14,reviewed,us,us
2014-11-17T00:38:51.500Z,64.351,-17.9054,8.01,4.2,mb,,93,1.53,0.73,us,usb000t245,2015-02-12T01:42:52.040Z,"130 km W of Höfn, Iceland",earthquake,8.2,5.3,0.132,17,reviewed,us,us
2014-11-16T16:05:12.550Z,64.531,-17.8288,8.29,4.4,mb,,124,1.521,0.83,us,usc000sxve,2015-02-12T01:42:51.040Z,"129 km S of Akureyri, Iceland",earthquake,8.6,5.1,0.189,9,reviewed,us,us
2014-11-16T10:18:39.390Z,64.4368,-17.8506,8.21,4.4,mb,,127,1.531,0.57,us,usc000sxxe,2015-02-12T01:42:50.040Z,"129 km W of Höfn, Iceland",earthquake,6.9,4.8,0.17,12,reviewed,us,us
2014-11-16T01:37:16.210Z,64.5968,-17.6776,5.7,5.3,mww,,61,1.576,0.61,us,usc000sxqj,2015-02-12T01:42:49.040Z,"122 km S of Akureyri, Iceland",earthquake,2.8,3.8,,,reviewed,us,us
2014-11-15T18:21:04.650Z,64.5184,-17.738,4.63,4.5,mb,,124,1.562,1.2,us,usb000t0qg,2015-02-12T01:42:48.040Z,"125 km WNW of Höfn, Iceland",earthquake,7.1,3.2,0.18,11,reviewed,us,us
2014-11-15T16:22:06.600Z,64.6376,-17.8829,10,4.3,mb,,141,1.484,1,us,usb000t0qf,2015-02-12T01:42:48.040Z,"117 km S of Akureyri, Iceland",earthquake,6.2,1.9,0.238,6,reviewed,us,us
2014-11-15T10:09:49.050Z,64.5536,-17.6952,7.94,4.5,mb,,111,1.575,0.86,us,usc000sxky,2015-02-12T01:42:47.040Z,"124 km WNW of Höfn, Iceland",earthquake,6.8,4.5,0.104,31,reviewed,us,us
2014-11-15T01:04:45.580Z,64.4459,-18.1663,10,4.1,mb,,69,1.396,0.83,us,usb000t0r8,2015-02-12T01:42:44.040Z,"138 km S of Akureyri, Iceland",earthquake,7.3,1.9,0.213,10,reviewed,us,us
2014-11-14T11:25:49.780Z,64.5389,-17.2727,7.7,5.2,mb,,42,1.758,0.86,us,usc000sx8r,2015-02-12T01:42:41.040Z,"104 km WNW of Höfn, Iceland",earthquake,6.4,3.3,0.03,411,reviewed,us,us
2014-11-14T08:10:31.070Z,64.5148,-17.8188,9.65,4.7,mb,,120,1.529,0.67,us,usb000t0hk,2015-02-12T01:42:41.040Z,"129 km WNW of Höfn, Iceland",earthquake,4.5,5.3,0.134,17,reviewed,us,us
2014-11-14T08:06:49.100Z,64.5411,-17.8023,8.16,4.3,mb,,142,1.531,0.77,us,usb000t0hj,2015-02-12T01:42:41.040Z,"128 km S of Akureyri, Iceland",earthquake,8,4.7,0.16,11,reviewed,us,us
2014-11-13T23:08:49.910Z,64.6402,-17.4989,11.04,4.6,mb,,57,1.648,0.8,us,usc000sx64,2015-02-12T01:42:40.040Z,"118 km WNW of Höfn, Iceland",earthquake,7.7,4.2,0.044,179,reviewed,us,us
2014-11-13T20:46:20.180Z,64.6165,-17.9692,10,4.5,mb,,121,1.449,0.92,us,usc000sx3j,2015-02-12T01:42:39.040Z,"Iceland",earthquake,7.3,1.9,0.096,36,reviewed,us,us
2014-11-13T16:50:24.510Z,64.4456,-17.686,7.98,4.3,mb,,148,1.599,1.05,us,usb000t0ge,2015-02-12T01:42:39.040Z,"121 km W of Höfn, Iceland",earthquake,8.7,5.1,0.178,9,reviewed,us,us
2014-11-13T08:26:50.330Z,64.6353,-17.6366,5.82,4.3,mb,,119,1.59,0.62,us,usb000t0fv,2015-02-12T01:42:38.040Z,"118 km S of Akureyri, Iceland",earthquake,8.6,3.9,0.267,5,reviewed,us,us
2014-11-13T01:18:30.530Z,64.631,-17.9095,8.08,4.7,mb,,111,1.473,0.22,us,usc000swt9,2015-02-12T01:42:37.040Z,"117 km S of Akureyri, Iceland",earthquake,7.4,4.2,0.088,45,reviewed,us,us
2014-11-12T21:48:25.490Z,64.4683,-17.7081,7.41,4.5,mb,,126,1.585,0.72,us,usb000szxr,2015-02-12T01:42:37.040Z,"122 km W of Höfn, Iceland",earthquake,8,4.7,0.124,21,reviewed,us,us
2014-11-12T21:42:29.990Z,64.6362,-17.757,7.58,4.4,mb,,111,1.538,0.58,us,usc000sws0,2015-02-12T01:42:37.040Z,"117 km S of Akureyri, Iceland",earthquake,7.7,4.1,0.118,24,reviewed,us,us
2014-11-12T21:14:30.730Z,64.4202,-17.5814,6.45,4.5,mb,,131,1.649,1.45,us,usc000swrb,2015-02-12T01:42:37.040Z,"116 km W of Höfn, Iceland",earthquake,7,4.4,0.124,19,reviewed,us,us
2014-11-12T12:38:48.380Z,64.5446,-17.7921,7.46,4.3,mb,,123,1.535,0.27,us,usb000szxi,2015-02-12T01:42:36.040Z,"127 km S of Akureyri, Iceland",earthquake,7.2,5.1,0.201,9,reviewed,us,us
2014-11-12T11:49:23.940Z,64.4895,-17.8029,7.96,4.2,mb,,124,1.54,0.76,us,usb000szy0,2015-02-12T01:42:36.040Z,"127 km W of Höfn, Iceland",earthquake,10.2,5.5,0.199,8,reviewed,us,us
2014-11-11T19:54:46.640Z,64.46,-17.7569,4.26,4.4,mb,,127,1.566,1.11,us,usb000sytd,2015-01-31T02:50:18.040Z,"125 km W of Höfn, Iceland",earthquake,9.1,5.2,0.268,5,reviewed,us,us
2014-11-11T19:39:49.190Z,64.6479,-17.7753,6.57,4.4,mb,,111,1.529,0.87,us,usc000swdi,2015-01-31T02:50:18.040Z,"116 km S of Akureyri, Iceland",earthquake,7.3,4.9,0.17,13,reviewed,us,us
2014-11-11T12:25:40.060Z,64.6099,-17.546,8.01,4.4,mb,,120,1.631,0.86,us,usb000syta,2015-01-31T02:50:18.040Z,"119 km WNW of Höfn, Iceland",earthquake,8.5,4.6,0.178,10,reviewed,us,us
2014-11-11T03:39:53.120Z,64.6132,-17.7399,7.19,4.5,mb,,121,1.548,0.48,us,usc000sw6j,2015-01-31T02:50:17.040Z,"120 km S of Akureyri, Iceland",earthquake,9.3,4.8,0.135,18,reviewed,us,us
2014-11-11T01:49:52.580Z,64.5681,-17.587,8.7,4.6,mb,,122,1.619,0.76,us,usc000sw62,2015-01-31T02:50:17.040Z,"119 km WNW of Höfn, Iceland",earthquake,9.8,2.4,0.157,15,reviewed,us,us
2014-11-10T22:40:02.790Z,64.6504,-17.7836,8.74,4.8,mb,,61,1.525,1.09,us,usc000sw5b,2015-01-31T02:50:16.040Z,"116 km S of Akureyri, Iceland",earthquake,7,2.1,0.052,124,reviewed,us,us
2014-11-10T16:36:16.780Z,64.5534,-17.7133,7.83,4.3,mb,,106,1.567,0.89,us,usb000syli,2015-01-31T02:50:16.040Z,"125 km WNW of Höfn, Iceland",earthquake,9.1,4.6,0.168,13,reviewed,us,us
2014-11-10T06:21:02.830Z,64.5321,-17.5828,8.08,4.2,mb,,144,1.626,0.72,us,usb000syld,2015-01-31T02:50:15.040Z,"118 km WNW of Höfn, Iceland",earthquake,5.8,5.9,0.2,7,reviewed,us,us
2014-11-09T21:19:41.230Z,64.5557,-17.4654,7.4,5.4,mww,,52,1.673,0.31,us,usc000svwg,2016-11-10T21:45:10.138Z,"113 km WNW of Höfn, Iceland",earthquake,8.1,4.1,,,reviewed,us,us
2014-11-09T20:50:44.930Z,64.7093,-17.6542,7.5,4.7,mb,,137,1.576,0.86,us,usb000syst,2015-01-31T02:50:14.040Z,"110 km S of Akureyri, Iceland",earthquake,8.8,7.5,0.275,4,reviewed,us,us
2014-11-09T20:06:39.090Z,64.6129,-17.7573,7.98,4.5,mb,,141,1.54,0.8,us,usb000sysq,2015-01-31T02:50:13.040Z,"120 km S of Akureyri, Iceland",earthquake,7.4,5.5,0.205,7,reviewed,us,us
2014-11-09T17:09:33.920Z,64.5935,-17.8263,8.17,4.5,mb,,122,1.513,0.89,us,usb000sys5,2015-01-31T02:50:13.040Z,"122 km S of Akureyri, Iceland",earthquake,8.6,6.1,0.311,4,reviewed,us,us
2014-11-09T06:27:13.080Z,64.5343,-17.6835,7.48,4,mb,,123,1.583,1.23,us,usb000sysd,2015-01-31T02:50:12.040Z,"123 km WNW of Höfn, Iceland",earthquake,7.7,5.5,0.259,5,reviewed,us,us
2014-11-09T04:22:04.350Z,64.5374,-17.6007,7.75,4.4,mb,,114,1.618,0.94,us,usc000svsk,2015-01-31T02:50:12.040Z,"119 km WNW of Höfn, Iceland",earthquake,7.6,1.5,0.131,31,reviewed,us,us
2014-11-08T21:14:27.740Z,64.6533,-17.3271,8.14,4.6,mb,,97,1.721,0.78,us,usc000svr3,2015-01-31T02:50:11.040Z,"111 km WNW of Höfn, Iceland",earthquake,7.6,4.4,0.07,70,reviewed,us,us
2014-11-08T18:58:05.950Z,64.6177,-17.6772,7.5,4.4,mb,,111,1.574,1.01,us,usb000sy8f,2015-01-31T02:50:11.040Z,"120 km S of Akureyri, Iceland",earthquake,8.7,4.8,0.161,13,reviewed,us,us
2014-11-08T13:14:32.250Z,64.721,-18.778,10.45,4.5,mb,,146,1.094,1.25,us,usb000sy8z,2015-01-31T02:50:10.040Z,"112 km SSW of Akureyri, Iceland",earthquake,8.3,5.9,0.243,7,reviewed,us,us
2014-11-08T08:31:32.100Z,64.6189,-17.5446,7.6,4.3,mb,,115,1.631,0.87,us,usb000sy97,2015-01-31T02:50:10.040Z,"119 km WNW of Höfn, Iceland",earthquake,7.7,3.9,0.201,8,reviewed,us,us
